map_id	positions	path	name	passive_ids	special_objects	object_classes	dungeons	known_dungeon_53
4425	4	map/MarpissaLair/peris(0,1).map	PVP无名	[822 823 109006924]	object=109006930 -> monster=420 level=42 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj; object=109006930 -> monster=420 level=42 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj; object=109006930 -> monster=420 level=42 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj	presentation=0/declared=3/scripted=4/other=0	dungeon=32(ownership)	false
4426	4	map/MarpissaLair/perisstart(4,0).map	PVP无名	[109006924]	object=109006930 -> monster=403 level=41 ref=ActionObject/Map/Cataclysm/Alflaylah/MarpissaLair/Coffin/SC_Coffin.obj	presentation=0/declared=0/scripted=3/other=0	dungeon=32(ownership)	false
4427	4	map/MarpissaLair/peris(1,1).map	PVP无名	[805 821 822]	object=815 -> monster=403 level=41 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=4/scripted=0/other=0	dungeon=32(ownership)	false
5004	4	map/MagmaCave/n5001.map	PVP无名	[804]	object=109006931 -> monster=403 level=45 ref=ActionObject/Map/Cataclysm/Alflaylah/lava_cave/Coffin/LC_Coffin.obj; object=109006931 -> monster=404 level=45 ref=ActionObject/Map/Cataclysm/Alflaylah/lava_cave/Coffin/LC_Coffin.obj	presentation=0/declared=1/scripted=2/other=0	dungeon=34 maze=1 (1,2) spec:map; dungeon=34(ownership)	false
5007	4	map/MagmaCave/h5001.map	PVP无名	[737]	object=109006931 -> monster=601 level=46 ref=ActionObject/Map/Cataclysm/Alflaylah/lava_cave/Coffin/LC_Coffin.obj; object=109006931 -> monster=601 level=46 ref=ActionObject/Map/Cataclysm/Alflaylah/lava_cave/Coffin/LC_Coffin.obj; object=109006931 -> monster=601 level=46 ref=ActionObject/Map/Cataclysm/Alflaylah/lava_cave/Coffin/LC_Coffin.obj	presentation=0/declared=1/scripted=1/other=0	dungeon=34 maze=1 (2,4) spec:map; dungeon=34(ownership)	false
5008	4	map/MagmaCave/h5002.map	PVP无名	[1056]	object=109006931 -> monster=408 level=46 ref=ActionObject/Map/Cataclysm/Alflaylah/lava_cave/Coffin/LC_Coffin.obj; object=109006931 -> monster=408 level=46 ref=ActionObject/Map/Cataclysm/Alflaylah/lava_cave/Coffin/LC_Coffin.obj	presentation=0/declared=1/scripted=2/other=0	dungeon=34 maze=1 (2,5) spec:map; dungeon=34(ownership)	false
5010	4	map/MagmaCave/h5004.map	PVP无名	[735 736 737 1056]	object=109006931 -> monster=408 level=46 ref=ActionObject/Map/Cataclysm/Alflaylah/lava_cave/Coffin/LC_Coffin.obj	presentation=0/declared=4/scripted=1/other=0	dungeon=34 maze=1 (0,4) spec:map; dungeon=34(ownership)	false
5407	4	map/DarkelfCemetary/n5402.map	PVP无名	[806 811]	object=815 -> monster=1000 level=44 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=1001 level=44 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=4/scripted=0/other=0	dungeon=35(ownership)	false
5410	4	map/DarkelfCemetary/n5405.map	PVP无名	[806 811 815]	object=815 -> monster=1000 level=44 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=1001 level=44 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=4/scripted=0/other=0	dungeon=35(ownership)	false
5413	4	map/DarkelfCemetary/h5402.map	PVP无名	[844]	object=815 -> monster=1000 level=44 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=1000 level=44 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=2/scripted=0/other=0	dungeon=35(ownership)	false
5417	4	map/DarkelfCemetary/h5406.map	PVP无名	[806 811]	object=815 -> monster=1000 level=44 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=1000 level=44 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=1000 level=44 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=5/scripted=0/other=0	dungeon=35(ownership)	false
5419	4	map/DarkelfCemetary/h5408.map	PVP无名	[844]	object=815 -> monster=1000 level=44 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=1000 level=44 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=2/scripted=0/other=0	dungeon=35(ownership)	false
5423	4	map/DarkelfCemetary/h5412.map	PVP无名	[806 811]	object=815 -> monster=1000 level=44 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=1000 level=44 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj; object=815 -> monster=1000 level=44 ref=MapObject/BreakableObject/ShallowKeepCoffin.obj	presentation=0/declared=5/scripted=0/other=0	dungeon=35(ownership)	false
6501	4	map/BloodButterfly/6501(3,4)Start.map	PVP无名	[10014]	object=8938 -> monster=62014 level=48 ref=ActionObject/Map/BloodButterfly/Trap_2.obj; object=8938 -> monster=62015 level=48 ref=ActionObject/Map/BloodButterfly/Trap_2.obj; object=8939 -> monster=62014 level=48 ref=ActionObject/Map/BloodButterfly/Trap_1.obj	presentation=0/declared=0/scripted=4/other=0	dungeon=52 maze=1 (3,4) spec:map; dungeon=52 maze=2 (3,4) spec:map; dungeon=52 maze=3 (3,4) spec:map; dungeon=52 maze=4 (3,4) spec:map; dungeon=52 maze=5 (3,4) spec:map; dungeon=52 maze=6 (3,4) spec:map; dungeon=52(ownership)	false
6516	4	map/BloodButterfly/6516(1,4)Hero.map	PVP无名	[8732 10016 10017 10018 10019]	object=8938 -> monster=62014 level=48 ref=ActionObject/Map/BloodButterfly/Trap_2.obj; object=8938 -> monster=62014 level=48 ref=ActionObject/Map/BloodButterfly/Trap_2.obj; object=8938 -> monster=62014 level=48 ref=ActionObject/Map/BloodButterfly/Trap_2.obj; object=8938 -> monster=62014 level=48 ref=ActionObject/Map/BloodButterfly/Trap_2.obj; object=8938 -> monster=62014 level=48 ref=ActionObject/Map/BloodButterfly/Trap_2.obj; object=8938 -> monster=62014 level=48 ref=ActionObject/Map/BloodButterfly/Trap_2.obj; object=8938 -> monster=62015 level=48 ref=ActionObject/Map/BloodButterfly/Trap_2.obj; object=8938 -> monster=62015 level=48 ref=ActionObject/Map/BloodButterfly/Trap_2.obj; object=8938 -> monster=62015 level=48 ref=ActionObject/Map/BloodButterfly/Trap_2.obj; object=8938 -> monster=62015 level=48 ref=ActionObject/Map/BloodButterfly/Trap_2.obj; object=8939 -> monster=62014 level=48 ref=ActionObject/Map/BloodButterfly/Trap_1.obj; object=8939 -> monster=62014 level=48 ref=ActionObject/Map/BloodButterfly/Trap_1.obj; object=8939 -> monster=62015 level=48 ref=ActionObject/Map/BloodButterfly/Trap_1.obj; object=8939 -> monster=62015 level=48 ref=ActionObject/Map/BloodButterfly/Trap_1.obj	presentation=0/declared=4/scripted=3/other=0	dungeon=52(ownership)	false
6517	4	map/BloodButterfly/6517(1,3)NamedHero.map	PVP无名	[8919 10016 10017]	object=8938 -> monster=62014 level=48 ref=ActionObject/Map/BloodButterfly/Trap_2.obj; object=8938 -> monster=62014 level=48 ref=ActionObject/Map/BloodButterfly/Trap_2.obj; object=8938 -> monster=62014 level=48 ref=ActionObject/Map/BloodButterfly/Trap_2.obj; object=8938 -> monster=62014 level=48 ref=ActionObject/Map/BloodButterfly/Trap_2.obj; object=8939 -> monster=62015 level=48 ref=ActionObject/Map/BloodButterfly/Trap_1.obj	presentation=0/declared=2/scripted=3/other=0	dungeon=52(ownership)	false
8549	4	map/166_ice_wall/basic_h2815.map	PVP无名	[221 222 1011 1012 3000 3002 3003 3004 3005 3006]	object=221 -> monster=210 level=19 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=210 level=19 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=211 level=19 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=211 level=19 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=5002 level=19 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=10/scripted=0/other=0	dungeon=166(ownership)	false
13302	4	map/deadmoon_new/h1.map	PVP无名	[247 248 261 293]	object=221 -> monster=210 level=17 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=211 level=17 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=211 level=17 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=5002 level=16 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=7/scripted=0/other=0	dungeon=521 maze=0 (0,0) spec:map; dungeon=521(ownership); dungeon=523 maze=0 (0,0) spec:map; dungeon=523(ownership)	false
13304	4	map/deadmoon_new/h3.map	PVP无名	[221 292 293]	object=221 -> monster=210 level=18 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=6/scripted=0/other=0	dungeon=521(ownership); dungeon=523(ownership)	false
13305	4	map/deadmoon_new/h4.map	PVP无名	[251 252 254 255 257 1008 1010]	object=221 -> monster=211 level=19 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=9/scripted=0/other=0	dungeon=521(ownership); dungeon=523(ownership)	false
13307	4	map/deadmoon_new/h6.map	PVP无名	[221 296]	object=221 -> monster=12 level=18 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=5002 level=18 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=3/scripted=0/other=0	dungeon=521 maze=0 (3,0) spec:map; dungeon=521(ownership); dungeon=523 maze=0 (3,0) spec:map; dungeon=523(ownership)	false
13308	4	map/deadmoon_new/h7.map	PVP无名	[221 293 1011 3001 3003]	object=221 -> monster=5002 level=19 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=6/scripted=0/other=0	dungeon=521 maze=0 (4,0) spec:map; dungeon=521(ownership); dungeon=523 maze=0 (4,0) spec:map; dungeon=523(ownership)	false
16400	4	map/SuspiciousVillage/(0,3)normal.map	PVP无名	[10220 10225 10226 10228 15336]	object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj	presentation=0/declared=4/scripted=2/other=0	dungeon=53 maze=0 (0,3) spec:map; dungeon=53 maze=1 (0,3) spec:map; dungeon=53(ownership)	true
16404	4	map/SuspiciousVillage/(1,5)normal.map	PVP无名	[10222 10225 10229 10230]	object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj	presentation=0/declared=3/scripted=2/other=0	dungeon=53 maze=0 (1,5) spec:map; dungeon=53 maze=1 (1,5) spec:map; dungeon=53(ownership)	true
16405	4	map/SuspiciousVillage/(2,1)normal.map	PVP无名	[8923]	object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj	presentation=0/declared=1/scripted=1/other=0	dungeon=53 maze=0 (1,1) spec:map; dungeon=53(ownership)	true
16408	4	map/SuspiciousVillage/(2,5)start.map	PVP无名	[1111 1113]	object=1112 -> monster=56716 level=49 ref=MapObject/Obstacle/ElevatorSummon.obj	presentation=3/declared=0/scripted=0/other=0	dungeon=53 maze=0 (2,5) spec:map; dungeon=53(ownership)	true
16410	4	map/SuspiciousVillage/(3,1)normal.map	PVP无名	[10225 15336]	object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj	presentation=0/declared=2/scripted=1/other=0	dungeon=53 maze=0 (3,1) spec:map; dungeon=53(ownership)	true
16413	4	map/SuspiciousVillage/(3,4)normal.map	PVP无名	[10227]	object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj	presentation=0/declared=2/scripted=0/other=0	dungeon=53 maze=0 (3,4) spec:map; dungeon=53 maze=1 (3,4) spec:map; dungeon=53(ownership)	true
16415	4	map/SuspiciousVillage/(4,1)normal_1.map	PVP无名	[10031 10225 10226 10227 10229 10230 15336]	object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj	presentation=0/declared=4/scripted=4/other=0	dungeon=53 maze=0 (4,1) spec:map; dungeon=53(ownership)	true
16416	4	map/SuspiciousVillage/(4,1)normal_2.map	PVP无名	[10031 10225 10226 10227 10229 10230]	object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj	presentation=0/declared=4/scripted=3/other=0	dungeon=53 maze=0 (4,1) spec:map; dungeon=53(ownership)	true
16417	4	map/SuspiciousVillage/(4,1)normal_3.map	PVP无名	[10031 10225 10226 10227 10229 10230]	object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj	presentation=0/declared=4/scripted=3/other=0	dungeon=53 maze=0 (4,1) spec:map; dungeon=53(ownership)	true
16418	4	map/SuspiciousVillage/(4,1)normal_4.map	PVP无名	[10031 10225 10226 10227 10229 10230]	object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=50 ref=ActionObject/Map/suspicion/mimicbox.obj	presentation=0/declared=4/scripted=3/other=0	dungeon=53 maze=0 (4,1) spec:map; dungeon=53(ownership)	true
16422	4	map/SuspiciousVillage/Hero(2,1)normal.map	PVP无名	[8923]	object=10231 -> monster=61479 level=49 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=49 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=49 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=49 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=49 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=49 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=49 ref=ActionObject/Map/suspicion/mimicbox.obj	presentation=0/declared=1/scripted=1/other=0	dungeon=53(ownership)	true
16423	4	map/SuspiciousVillage/Hero(4,1)normal_1.map	PVP无名	[10031 10225 10226 10227 10229 10230]	object=10231 -> monster=61479 level=49 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=49 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=49 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=49 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=49 ref=ActionObject/Map/suspicion/mimicbox.obj	presentation=0/declared=4/scripted=3/other=0	dungeon=53(ownership)	true
16424	4	map/SuspiciousVillage/Hero(4,1)normal_2.map	PVP无名	[10031 10225 10226 10227 10229 10230]	object=10231 -> monster=61479 level=49 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=49 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=49 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=49 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=49 ref=ActionObject/Map/suspicion/mimicbox.obj	presentation=0/declared=4/scripted=3/other=0	dungeon=53(ownership)	true
16425	4	map/SuspiciousVillage/Hero(4,1)normal_3.map	PVP无名	[10031 10225 10226 10227 10229 10230]	object=10231 -> monster=61479 level=49 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=49 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=49 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=49 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=49 ref=ActionObject/Map/suspicion/mimicbox.obj	presentation=0/declared=4/scripted=3/other=0	dungeon=53(ownership)	true
16426	4	map/SuspiciousVillage/Hero(4,1)normal_4.map	PVP无名	[10031 10225 10226 10227 10229 10230]	object=10231 -> monster=61479 level=49 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=49 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=49 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=49 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=49 ref=ActionObject/Map/suspicion/mimicbox.obj	presentation=0/declared=4/scripted=3/other=0	dungeon=53(ownership)	true
16429	4	map/SuspiciousVillage/(3,1)normal_quest.map	PVP无名	[10225]	object=10231 -> monster=61479 level=49 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=49 ref=ActionObject/Map/suspicion/mimicbox.obj	presentation=0/declared=2/scripted=0/other=0	dungeon=53(ownership)	true
16433	4	map/SuspiciousVillage/Hero(1,5)normal.map	PVP无名	[10222 10225 10229 10230]	object=10231 -> monster=61479 level=49 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=49 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=49 ref=ActionObject/Map/suspicion/mimicbox.obj	presentation=0/declared=3/scripted=2/other=0	dungeon=53(ownership)	true
16435	4	map/SuspiciousVillage/Hero(3,1)normal.map	PVP无名	[8923 9001 10225]	object=10231 -> monster=61479 level=49 ref=ActionObject/Map/suspicion/mimicbox.obj; object=10231 -> monster=61479 level=49 ref=ActionObject/Map/suspicion/mimicbox.obj	presentation=0/declared=2/scripted=2/other=0	dungeon=53(ownership)	true
17045	4	map/GentDefence/17045_Boss.map	PVP无名	[8998 9389 9391 10145 10147]	object=14057 -> monster=61801 level=62 ref=ActionObject/Map/GentDefence/GentDefence_Wave1.obj; object=14057 -> monster=61801 level=62 ref=ActionObject/Map/GentDefence/GentDefence_Wave1.obj; object=14057 -> monster=61801 level=62 ref=ActionObject/Map/GentDefence/GentDefence_Wave1.obj; object=14057 -> monster=61803 level=62 ref=ActionObject/Map/GentDefence/GentDefence_Wave1.obj; object=14058 -> monster=61801 level=62 ref=ActionObject/Map/GentDefence/GentDefence_Wave1_2.obj; object=14058 -> monster=61801 level=62 ref=ActionObject/Map/GentDefence/GentDefence_Wave1_2.obj; object=14058 -> monster=61803 level=62 ref=ActionObject/Map/GentDefence/GentDefence_Wave1_2.obj; object=14058 -> monster=61803 level=62 ref=ActionObject/Map/GentDefence/GentDefence_Wave1_2.obj; object=14059 -> monster=59013 level=62 ref=ActionObject/Map/GentDefence/GentDefence_Wave1_3.obj; object=14059 -> monster=61494 level=62 ref=ActionObject/Map/GentDefence/GentDefence_Wave1_3.obj; object=14060 -> monster=61801 level=62 ref=ActionObject/Map/GentDefence/GentDefence_Wave2.obj; object=14060 -> monster=61801 level=62 ref=ActionObject/Map/GentDefence/GentDefence_Wave2.obj; object=14060 -> monster=61803 level=62 ref=ActionObject/Map/GentDefence/GentDefence_Wave2.obj; object=14060 -> monster=61803 level=62 ref=ActionObject/Map/GentDefence/GentDefence_Wave2.obj; object=14061 -> monster=61801 level=62 ref=ActionObject/Map/GentDefence/GentDefence_Wave2_2.obj; object=14061 -> monster=61801 level=62 ref=ActionObject/Map/GentDefence/GentDefence_Wave2_2.obj; object=14061 -> monster=61803 level=62 ref=ActionObject/Map/GentDefence/GentDefence_Wave2_2.obj; object=14061 -> monster=61803 level=62 ref=ActionObject/Map/GentDefence/GentDefence_Wave2_2.obj; object=14062 -> monster=59015 level=62 ref=ActionObject/Map/GentDefence/GentDefence_Wave2_3.obj; object=14062 -> monster=61494 level=62 ref=ActionObject/Map/GentDefence/GentDefence_Wave2_3.obj; object=14063 -> monster=61801 level=62 ref=ActionObject/Map/GentDefence/GentDefence_Wave3.obj; object=14063 -> monster=61801 level=62 ref=ActionObject/Map/GentDefence/GentDefence_Wave3.obj; object=14063 -> monster=61803 level=62 ref=ActionObject/Map/GentDefence/GentDefence_Wave3.obj; object=14063 -> monster=61803 level=62 ref=ActionObject/Map/GentDefence/GentDefence_Wave3.obj; object=14064 -> monster=61801 level=62 ref=ActionObject/Map/GentDefence/GentDefence_Wave3_2.obj; object=14064 -> monster=61801 level=62 ref=ActionObject/Map/GentDefence/GentDefence_Wave3_2.obj; object=14064 -> monster=61803 level=62 ref=ActionObject/Map/GentDefence/GentDefence_Wave3_2.obj; object=14064 -> monster=61803 level=62 ref=ActionObject/Map/GentDefence/GentDefence_Wave3_2.obj; object=14065 -> monster=59014 level=62 ref=ActionObject/Map/GentDefence/GentDefence_Wave3_3.obj; object=14065 -> monster=61494 level=62 ref=ActionObject/Map/GentDefence/GentDefence_Wave3_3.obj	presentation=0/declared=4/scripted=11/other=0	dungeon=89(ownership)	false
18105	4	map/ElvengardSF/18105(2,1)N.map	PVP无名	[231]	object=221 -> monster=1 level=4 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=1 level=4 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=2 level=4 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=2 level=4 ref=MapObject/BreakableObject/Barrel.obj	presentation=0/declared=3/scripted=0/other=0	dungeon=133 maze=0 (2,1) spec:map; dungeon=133(ownership)	false
18202	4	map/HendonMyreSF/18202(0,3)S.map	PVP无名	[3 4 282 286]	object=221 -> monster=1 level=4 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=1 level=4 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=2 level=4 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=2 level=4 ref=MapObject/BreakableObject/Barrel.obj	presentation=2/declared=5/scripted=0/other=0	dungeon=134 maze=0 (0,3) spec:map; dungeon=134(ownership)	false
18203	4	map/HendonMyreSF/18203(0,3)N.map	PVP无名	[3 4 282 286]	object=221 -> monster=1 level=4 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=1 level=4 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=2 level=4 ref=MapObject/BreakableObject/Barrel.obj; object=221 -> monster=2 level=4 ref=MapObject/BreakableObject/Barrel.obj	presentation=2/declared=4/scripted=0/other=0	dungeon=134 maze=0 (0,3) spec:map; dungeon=134(ownership)	false
18208	4	map/HendonMyreSF/18208(2,2)N.map	PVP无名	[3 4 221 231]	object=221 -> monster=4 level=4 ref=MapObject/BreakableObject/Barrel.obj	presentation=2/declared=2/scripted=0/other=0	dungeon=134 maze=0 (2,2) spec:map; dungeon=134(ownership)	false
